Model,Active High,Active Low,Active Close,Active Volume,Active Total,Full High,Full Low,Full Close,Full Volume,Full Total
1. Baseline (Persistence),0.2277347404777308,0.23060999194920523,0.23124642168610965,1.3468316168395063,0.5091056927381381,0.027610324744897014,0.027889733105889745,0.027854694726100446,0.08930208662856595,0.04316420980136336
2. DL Hurdle LSTM (Volume only),0.2277347404777308,0.23060999194920523,0.23124642168610965,1.836802027707736,0.6315982954551954,0.027610324744897014,0.027889733105889745,0.027854694726100446,0.09172508653278842,0.043769959777418974
