model_name,run_tag,baseline_full,baseline_active,model_full,model_active,active_ratio_test,n_test_windows_used,n_ids_test,WIN,HORIZON,MAX_TEST_WINDOWS,test_window_sampling_rule,threshold_selected_on,window_index_hash_test,source_file,Active High,Active Low,Active Close,Active Volume,Active Total,Full High,Full Low,Full Close,Full Volume,Full Total
baseline_persistence,demo,0.0431642098013633,0.5091056927381381,0.0431642098013633,0.5091056927381381,0.0458395,200000,672,128,10,200000,,validation,,,,,,,,,,,,
dl_gated_transformer_hurdle,dl_gated_transformer_window_based,0.0431642098013633,0.5091056927381381,0.0418054113900329,0.5300636284788484,0.0458395,200000,672,128,10,200000,ID-balanced + spread start_pos + global cap,validation,005f0255eeb9af52c6b63faa2f9cef3d63bc38277714b20e74151379f241a391,metrics_table_dl_gated_transformer_hurdle_vs_baseline.csv,0.2277347404777308,0.2306099919492052,0.2312464216861096,1.4306633598023475,0.5300636284788484,0.027610324744897,0.0278897331058897,0.0278546947261004,0.0838668929832448,0.0418054113900329
dl_hurdle_tcn,dl_hurdle_tcn_all_ids_window_based,0.0431642098013633,0.5091056927381381,0.044045372647797,0.6547969095196147,0.0458395,200000,672,128,10,200000,,validation,005f0255eeb9af52c6b63faa2f9cef3d63bc38277714b20e74151379f241a391,metrics_table_dl_hurdle_tcn_vs_baseline.csv,0.2277347404777308,0.2306099919492052,0.2312464216861096,1.929596483965413,0.6547969095196147,0.027610324744897,0.0278897331058897,0.0278546947261004,0.092826738014301,0.044045372647797
ml_hurdle_lgbm,ml_hurdle_lgbm_all_ids_window_based,0.0431642098013633,0.5091056927381381,0.0394250307067214,0.5288227620760688,0.0458395,200000,672,128,10,200000,ID-balanced + spread start_pos + global cap,validation,005f0255eeb9af52c6b63faa2f9cef3d63bc38277714b20e74151379f241a391,metrics_table_ml_hurdle_lgbm_vs_baseline.csv,0.2277347404777308,0.2306099919492052,0.2312464216861096,1.42569989419123,0.5288227620760688,0.027610324744897,0.0278897331058897,0.0278546947261004,0.0743453702499984,0.0394250307067214
